-66.147,1.8265,34.85
-65.272,3.6046,24.963
-64.573,3.762,21.906
-65.301,2.6365,35.49
-64.29,3.5593,34.37
-63.857,1.4885,38.181
-62.644,2.2161,38.375
-61.714,2.9875,37.512
-61.415,1.9272,38.8
-60.245,1.748,39.206
-58.145,3.805,15.708
-54.865,1.0656,39.797
-54.324,0.2106,39.901
-53.668,1.1541,39.627
-49.399,0.84226,39.672
-48.865,-0.13823,39.698
-47.298,-3.0889,21.986
-48.167,0.39458,39.955
-46.561,3.615,22.321
-45.892,-0.4306,18.477
-47.446,1.1132,39.783
-47.153,0.0024441,40.007
-45.557,3.3781,21.465
-46.044,0.27614,40.211
-43.743,-1.1142,19.33
-45.251,0.97732,40.185
-43.388,0.21351,18.985
-45.131,-0.39701,40.028
-42.732,-0.41101,19.159
-42.095,-6.0529,19.545
-43.11,2.9063,33.289
-43.366,0.19093,40.773
-41.337,-2.8319,19.429
-41.097,5.2652,18.344
-40.943,-6.1915,17.787
-41.536,-6.6055,24.559
-40.917,3.8374,18.854
-40.508,7.2381,17.334
-41.737,3.5927,31.497
-41.906,2.781,35.061
-39.613,12.272,12.521
-39.871,3.7543,18.371
-40.409,-8.2284,24.232
-39.267,-15.617,15.596
-40.689,3.8625,31.505
-39.357,5.2982,16.635
-39.653,-14.925,20.967
-38.575,-14.62,11.288
-39.675,-0.70727,20.262
-40.656,3.2165,33.55
-38.084,12.879,10.16
-37.38,11.904,9.5146
-36.967,13.17,9.4194
-41.257,22.351,53.281
-40.583,-15.614,43.157
-37.973,0.49438,21.839
-38.725,3.7474,33.858
-36.645,2.833,18.864
-35.27,-12.665,8.4146
-38.713,-16.427,41.647
-38.472,0.69274,42.426
-36.624,0.36985,24.228
-36.233,-15.131,23.285
-35.92,2.5425,19.862
-36.245,-0.21195,24.994
-38.981,17.033,56.482
-39.37,-15.125,57.533
-36.438,-7.6005,31.352
-36.985,22.587,42.81
-37.389,-22.231,43.078
-35.978,-6.3898,33.319
-36.718,22.943,44.149
-35.85,4.1671,39.153
-33.687,4.0885,15.973
-32.404,9.5531,8.7117
-33.261,3.8554,17
-34.808,-13.367,35.974
-32.786,-5.2769,15.22
-34.52,13.495,37.115
-34.574,15.394,38.491
-34.658,13.414,39.659
-34.9,-12.11,39.274
-34.583,-10.685,37.349
-34.853,-1.7863,42.093
-35.321,-24.024,43.298
-31.294,10.213,9.132
-35.151,-38.474,37.187
-34.154,-14.126,35.516
-35.224,-23.024,45.425
-34.091,-7.8187,37.455
-35.094,-23.67,44.39
-35.931,-38.089,46.287
-32.451,-3.8227,21.414
-36.196,-15.81,58.94
-34.021,25.507,40.271
-35.717,16.115,57.752
-35.721,-40.309,44.764
-34.134,-2.4377,42.094
-35.683,-39.033,46.202
-34.62,-24.664,43.641
-33.947,24.277,44.224
-35.288,-37.767,46.972
-33.66,-3.2256,41.792
-33.63,-1.3091,42.302
-33.883,-34.903,36.72
-32.169,-0.65068,28.604
-34.041,-25.698,43.574
-33.231,4.1515,41.669
-31.908,0.22803,29.224
-35.068,-15.688,59.166
-33.169,26.144,43.09
-33.401,-36.288,36.855
-31.724,1.2558,28.862
-33.011,-2.1198,42.49
-33.632,41.092,43.631
-34.287,-35.868,47.396
-32.808,-3.0731,42.554
-33.042,-35.251,36.821
-33.516,40.342,44.639
-34.52,-14.699,59.187
-32.538,3.2271,42.406
-32.483,-10.564,41.918
-33.667,-34.214,47.312
-33.812,16.706,58.276
-32.497,23.49,46.028
-33.671,-36.675,47.405
-33.488,-35.301,47.508
-31.899,6.1237,42.333
-29.122,8.6072,14.351
-32.658,36.662,46.492
-31.876,-3.1651,42.932
-31.841,-8.1849,42.659
-29.165,-9.2433,15.338
-31.684,-2.2969,42.361
-31.871,-9.4543,43.164
-28.951,8.6071,15.543
-31.115,32.382,35.531
-29.142,-8.6529,16.434
-32.827,-33.546,47.422
-31.335,3.122,42.332
-33.286,-14.879,59.335
-31.401,-3.8842,43.269
-31.261,6.0031,43.435
-28.822,-9.1922,17.639
-31.588,32.087,46.061
-32.828,-16.016,58.802
-31.441,34.958,46.292
-30.819,-6.1978,44.582
-30.616,6.8085,44.617
-30.605,-4.123,43.449
-31.698,-31.438,47.109
-29.752,29.196,35.411
-31.209,-24.695,46.438
-30.376,5.7454,44.127
-30.243,-3.5125,42.337
-30.41,7.7143,45.604
-30.221,25.359,45.848
-29.948,-4.7342,43.714
-30.225,-7.3056,46.41
-30.007,28.861,45.945
-30.957,17.721,57.113
-31.374,-14.488,59.164
-29.948,30.383,46.086
-29.534,6.7179,45.441
-29.349,6.0114,44.435
-29.498,27.326,46.027
-30.55,15.327,58.451
-29.184,7.3398,46.425
-29.637,-20.504,48.709
-29.905,13.333,57.825
-29.273,-21.584,47.811
-29.545,15.684,58.011
-28.026,-21.291,47.588
-27.338,24.457,45.971
-28.519,-13.416,57.861
-27.985,16.577,55.933
-26.507,24.718,45.136
-26.731,10.933,53.244
-26.988,14.844,55.945
-26.46,-13.292,54.966
-25.828,12.186,53.368
-23.533,-15.962,33.69
-23.245,18.369,34.397
-24.293,-10.665,46.234
-23.036,-14.793,33.82
-24.742,-14.302,51.423
-24.287,16.757,50.24
-23.62,20.741,45.984
-23.196,-10.875,41.399
-23.23,21.215,44.419
-22.381,-13.431,35.021
-23.654,17.322,49.558
-23.546,-20.898,44.125
-23.499,13.069,49.433
-23.84,-14.764,50.62
-23.405,-20.495,45.256
-21.736,-13.068,35.997
-22.727,-20.5,43.301
-22.883,15.137,49.858
-23.104,-15.465,50.315
-22.506,-20.287,44.394
-22.416,13.043,48.759
-22.075,20.432,44.838
-21.228,-13.631,35.313
-22.556,-14.505,50.067
-22.422,-18.737,48.235
-22.128,15.764,49.681
-22.132,-13.459,49.687
-22.004,-19.651,46.539
-21.751,14.63,49.535
-21.039,20.219,42.501
-20.934,19.93,45.625
-21.133,12.828,48.779
-21.164,16.098,49.575
-21.25,-14.407,50.117
-19.298,17.044,34.662
-20.178,19.957,43.286
-20.342,-19.801,43.918
-20.245,-19.767,45.305
-20.221,-11.646,49.609
-20.133,-19.644,46.491
-20.054,-14.771,50.412
-19.58,13.456,49.974
-18.696,-18.758,37.534
-17.727,-14.827,33.159
-17.825,-16.312,33.775
-17.775,-10.961,34.923
-19.164,-18.714,48.867
-17.31,-13.472,32.461
-18.769,15.065,50.159
-16.961,15.158,32.928
-16.725,-13.765,30.45
-16.537,-14.317,29.431
-16.395,13.938,31.655
-15.736,-16.866,24.216
-16.68,-16.445,33.182
-18.089,12.73,51.312
-16.05,15.183,32.011
-15.722,-16.457,28.793
-15.152,-17.601,24.006
-15.428,17.148,33.844
-15.32,16.655,32.98
-14.645,-19.233,24.321
-15.129,-18.63,35.667
-16.117,-1.6798,51.483
-16.074,3.4872,51.806
-14.265,17.578,33.326
-16.015,-4.1011,52.449
-14.487,-18.965,36.585
-15.204,20.937,48.165
-12.764,-22.007,24.563
-13.677,-19.026,35.218
-12.676,-20.303,29.268
-11.604,21.161,24.443
-12.366,-20.02,30.568
-11.822,-20.895,29.753
-11.253,-23.596,26.724
-10.647,23.057,47.627
-7.4108,-25.69,26.777
-4.566,24.685,26.725
-3.8445,22.605,23.433
-6.6357,-24.259,48.751
2.5599,23.881,27.316
3.4171,23.982,26.517
4.6264,22.561,24.134
1.163,-23.772,48.106
5.4461,22.928,24.806
3.266,-23.359,49.202
4.024,-22.936,49.976
5.2258,-19.896,43.731
8.7078,-18.093,34.955
9.8392,-20.614,29.688
9.854,-17.674,34.168
9.002,19.516,47.295
8.7559,-19.019,45.777
10.523,-21.134,28.749
9.6697,17.105,45.04
9.1769,20.027,48.45
9.4611,20.027,49.592
10.962,-16.766,34.126
12.322,16.638,30.042
11.498,-19.241,29.874
11.214,15.595,44.951
11.602,15.899,46.134
10.712,-19.652,48.983
13.244,-16.247,30.983
14.838,16.778,26.41
11.416,-19.242,49.895
13.939,-15.034,31.205
14.049,-15.813,30.38
15.439,11.528,31
16.134,14.946,26.568
17.359,9.3573,24.309
18.952,-2.0283,24.582
18.347,-10.645,27.662
19.285,5.2278,25.258
19.289,-2.597,29.228
19.86,4.5734,27.088
20.14,0.82853,26.125
20.188,2.2349,26.443
19.897,-2.0188,28.213
-33.582,-35.989,47.461
-34.108,-37.425,47.272
-34.529,-38.145,46.999
-34.965,-38.772,46.578
-36.08,-39.635,45.41
-35.653,-40.711,43.873
-35.746,-40.97,42.899
-35.922,-41.043,41.902
-36.01,-40.941,40.882
-35.986,-40.711,39.887
-35.835,-40.343,38.94
-35.512,-39.813,38.128
-34.955,-39.408,37.741
-34.717,-39.981,38.358
-34.109,-39.484,38.338
-33.573,-38.656,38.134
-33.171,-37.759,37.933
-32.87,-36.833,37.722
-32.606,-35.905,37.556
-32.302,-34.982,37.389
-32.018,-34.057,37.246
-31.673,-33.148,37.178
-31.333,-32.238,37.126
-31.117,-31.307,36.985
-30.866,-30.376,36.859
-30.76,-29.447,36.642
-30.709,-28.511,36.435
-30.557,-27.576,36.257
-30.176,-26.711,36.115
-29.657,-25.923,35.989
-29.503,-25.01,35.734
-29.496,-24.083,35.497
-29.448,-23.159,35.291
-29.059,-22.313,35.097
-28.539,-21.551,34.839
-27.988,-20.813,34.596
-27.431,-20.066,34.394
-26.745,-19.411,34.269
-26.088,-18.744,34.125
-26.066,-18.156,33.949
-26.829,-18.471,34.002
-26.678,-17.935,33.749
-26.228,-17.189,33.403
-26.66,-16.682,33.045
-26.528,-16.283,32.882
-25.666,-16.116,32.896
-26.169,-15.763,32.401
-26.784,-15.271,31.86
-26.857,-14.511,31.322
-27.177,-13.816,30.749
-27.639,-13.248,30.133
-28.078,-12.761,29.421
-28.012,-12.025,29.005
-27.72,-11.314,28.714
-28.048,-11.058,27.895
-28.298,-10.894,26.977
-28.407,-10.726,26.035
-28.423,-10.526,25.078
-28.433,-10.446,24.124
-28.455,-10.332,23.164
-28.523,-10.236,22.197
-28.628,-10.379,21.247
-28.598,-9.9136,20.424
-28.634,-9.7689,19.479
-28.718,-9.5518,18.528
-23.192,-14.635,50.344
-24.837,-15.225,51.292
-25.292,-14.88,51.942
-25.675,-14.587,52.66
-26.02,-14.286,53.435
-26.275,-13.896,54.243
-26.908,-13.453,55.725
-27.407,-13.531,56.48
-27.932,-13.549,57.214
-29.127,-13.938,58.21
-29.827,-14.322,58.554
-30.599,-14.53,58.879
-32.136,-15.242,59.108
-33.768,-15.72,59.165
-22.75,-15.669,33.891
-21.849,-15.604,34.056
-20.918,-15.572,34.143
-19.94,-15.574,34.106
-19.034,-15.79,33.978
-18.24,-15.501,33.622
-17.238,-16.383,33.473
-17.227,-15.696,33.063
-17.28,-14.316,32.595
-16.899,-15.032,32.352
-16.398,-15.785,32.313
-15.993,-16.55,32.636
-15.733,-17.238,33.22
-15.714,-17.676,34.026
-15.022,-18.186,34.363
-14.332,-18.65,34.774
-14.398,-18.832,35.451
-15.3,-18.811,36.65
-16.165,-18.658,36.71
-17.07,-18.541,36.718
-17.935,-18.588,37.016
-18.535,-18.923,38.536
-18.468,-19.048,39.555
-18.613,-19.177,40.566
-19.025,-19.346,41.488
-19.667,-19.537,42.264
-20.4,-19.738,42.943
-21.144,-19.953,43.666
-21.951,-20.196,43.463
-23.017,-20.583,44.272
-22.592,-20.141,45.443
-21.734,-19.879,45.729
-20.89,-19.725,46.086
-19.451,-19.815,45.732
-18.655,-19.941,46.182
-17.822,-20.166,46.585
-16.983,-20.513,46.949
-16.246,-20.943,47.386
-15.442,-21.402,47.652
-14.59,-21.861,47.697
-13.787,-22.318,47.934
-12.962,-22.727,48.221
-12.092,-23.088,48.494
-11.202,-23.381,48.613
-10.265,-23.63,48.659
-9.3646,-23.865,48.526
-8.4855,-24.09,48.246
-7.5824,-24.257,47.996
-6.6297,-24.314,47.875
-5.6846,-24.36,47.973
-4.81,-24.372,48.374
-3.9303,-24.287,48.792
-2.9914,-24.264,48.656
-2.0703,-24.176,48.891
-1.1641,-24.05,49.166
-0.20985,-23.94,49.203
0.71254,-23.856,49.09
1.5881,-23.642,49.405
2.4902,-23.446,49.538
2.5967,-23.534,48.822
1.8747,-23.679,48.444
1.9157,-23.502,47.721
2.8282,-23.337,47.897
3.7316,-23.104,47.988
4.5745,-22.732,47.74
5.2099,-22.271,47.352
5.9527,-22.153,47.717
6.7441,-22.006,48.183
7.5588,-21.762,48.597
8.3806,-21.362,48.842
9.1817,-20.823,48.886
9.9589,-20.262,48.938
-35.388,-14.699,58.972
-36.229,-14.836,58.842
-37.069,-15.041,58.721
-37.884,-15.152,58.439
-38.662,-15.183,58.04
-36.689,-22.825,42.883
-36.077,-23.409,42.463
-35.487,-24.088,42.296
-34.927,-24.674,42.729
-40.092,-15.634,57.262
-40.851,-15.878,56.789
-41.55,-16.277,56.326
-42.179,-16.805,55.857
-42.781,-17.321,55.343
-43.361,-17.799,54.748
-43.755,-18.566,54.331
-44.095,-19.335,53.887
-44.556,-19.759,53.199
-44.236,-20.389,53.206
-43.805,-20.936,53.234
-44.247,-21.003,52.508
-44.514,-21.13,51.592
-44.478,-21.364,50.633
-44.363,-21.422,49.654
-44.562,-20.984,48.857
-44.526,-20.655,48.116
-43.896,-20.961,47.469
-43.332,-20.928,46.685
-42.554,-21.073,46.2
-41.721,-21.198,45.841
-40.911,-21.182,45.352
-40.191,-21.082,44.717
-39.418,-21.118,44.194
-38.775,-21.191,43.628
-38.576,-21.523,44.26
-38.312,-21.93,44.673
-37.888,-21.998,43.868
-34.872,-24.157,44.011
-35.783,-23.496,43.624
-36.424,-23.006,43.792
-37.051,-22.577,44.227
-37.514,-22.301,44.968
-37.778,-22.09,45.802
-37.337,-22.084,46.592
-36.59,-22.334,46.229
-35.872,-22.631,45.808
-34.671,-22.783,46.044
-34.009,-22.546,46.593
-33.304,-22.309,47.063
-32.562,-22.025,47.502
-31.788,-21.713,47.859
-30.969,-21.434,48.104
-30.19,-21.065,48.37
-29.447,-21.032,48.269
-28.623,-21.427,47.703
-28.359,-22.057,47.311
